,Location,Page_n,Title,Url,Date,Description,Clean_text
601,Świat,1,"Szczyt UE na temat COVID-19, klimatu i Rosji. Podano termin",https://www.tvp.info/53451268/szczyt-ue-na-temat-covid-19-klimatu-i-rosji-szef-rady-europejskiej-charles-michel-wyznaczyl-termin,23.04.2021,"We wtorek 25 maja przewodniczący Rady Europejskiej Charles Michel zwołuje fizyczny szczyt Unii Europejskiej w Brukseli na temat COVID-19, klimatu i Rosji. Natomiast w czerwcu szefowie instytucji unijnych spotkają się na szczycie UE-USA w Brukseli z prezydentem Joe Bidenem. Dodał, że szczegóły dotyczące logistyki pojawią się wkrótce.",ERROR
616,Świat,1,Tragiczny pożar w szpitalu w Indiach. Zginęło 13 pacjentów z COVID-19,https://www.tvp.info/53444194/koronawirus-w-indiach-13-pacjentow-z-covid-19-zginelo-w-pozarze-w-szpitalu,23.04.2021,13 pacjentów z COVID-19 zginęło w szpitalu pod Bombajem po wybuchu pożaru na oddziale intensywnej terapii. W całych Indiach po raz kolejny zanotowano największą na świecie dzienną liczbę zakażeń koronawirusem; służba zdrowia jest w stanie zapaści.,ERROR
636,Świat,2,"Epidemia biegunki – 32 tysiące chorych, są ofiary śmiertelne",https://www.tvp.info/53434669/epidemia-biegunki-w-bangladeszu-32-tys-chorych-sa-ofiary,22.04.2021,Biegunka zabiła 8 osób w ciągu tygodnia w regionie Barishal w Bangladeszu. Codziennie hospitalizowanych jest od 1100 do 1500 osób – informuje dziennik „Dhaka Tribune”. Do walki z epidemią władze wysłały zespół 400 lekarzy.,ERROR
651,Świat,3,Rekordowa liczba zakażeń w Indiach,https://www.tvp.info/53429497/pandemia-koronawirusa-indie-rekordowa-liczba-zakazen-kryzys-sanitarny-w-szpitalach,22.04.2021,"Indie zarejestrowały światowy rekord po względem dobowych zakażeń koronawirusa. W czwartek liczba ta wyniosła ponad 314 tys. W drugim pod względem liczby ludności kraju na świecie coraz więcej chorych na COVID-19 trafia do szpitali, w których brakuje łóżek i tlenu.",ERROR
675,Świat,4,Nieznana mutacja koronawirusa pod Wilnem. Jakie różnice w przebiegu choroby?,https://www.tvp.info/53417311/koronawirus-na-litwie-w-kraju-wykryto-nieznana-mutacje,21.04.2021,"Na Litwie wykryto nową, nieznaną wcześniej mutację koronawirusa. Stwierdzono ją jak na razie tylko w jednym regionie kraju.
Blisko jedna trzecia zakażonych tą odmianą już wyzdrowiała, a pozostali nie mają żadnych objawów.",ERROR
699,Świat,5,Brazylijska odmiana koronawirusa zdominuje inne w Europie? Kiedy?,https://www.tvp.info/53401325/koronawirus-francuscy-eksperci-ostrzegaja-przed-brazylijska-odmiana-wiadomo-kiedy-moze-zaczac-dominowac,20.04.2021,Brazylijska odmiana koronawirusa może być dominująca już latem – ostrzega francuska Rada Naukowa która doradza rządowi w sprawie pandemii Sars-Cov-2. Według ekspertów zmutowana forma wirusa jest bardziej zaraźliwa i odporna na szczepionkę. Obecnie odpowiada ona za mniej niż jeden procent zakażeń we Francji.,ERROR
704,Świat,6,Nowy wariant koronawirusa już w Europie. Jak groźny jest patogen?,https://www.tvp.info/53399428/koronawirus-w-europie-nowy-patogen-b1617-powodujacy-covid-19-wariant-indyjski-juz-w-europie,20.04.2021,"Wciąż pojawiają się nowe warianty SARS-CoV-2 roznoszone po całym świecie. Nowy wariant koronawirusa, tak zwany wariant indyjski B.1.617, „wchodzi do gry” w Europie – ostrzega dr Paweł Grzesiowski. W Wielkiej Brytanii wykryto już ponad 100 przypadków zakażenia tym wariantem.",ERROR
705,Świat,6,Morze wyrzuciło ciało marynarza na brzeg. Był zakażony koronawirusem,https://www.tvp.info/53399440/koronawirus-vanuatu-morze-wyrzucilo-cialo-marynarza-zakazonego-koronawirusem,20.04.2021,"Na należącej do Vanuatu wyspie Efate na Oceanie Spokojnym znaleziono zwłoki filipińskiego marynarza, wyrzucone na brzeg przez morze. W ciele wykryto koronawirusa, a władze zakazały opuszczania wyspy przez trzy dni – podały australijskie media.",ERROR
708,Świat,6,Londyn zwołuje grupę ekspertów. Mają przygotować świat na nowe pandemie,https://www.tvp.info/53397982/wielka-brytania-powoluje-grupe-ekspertow-by-przygotowac-sie-na-przyszle-pandemie,20.04.2021,"Władze Wielkiej Brytanii ogłosiły we wtorek, że powstanie nowa międzynarodowa grupa ekspertów, aby pomóc wzmocnić przygotowanie świata na następną pandemię i przyspieszyć opracowywanie szczepionek przeciwko przyszłym ewentualnym chorobom.",ERROR
722,Świat,7,WHO: Sytuacja pandemiczna na świecie jest bardzo zła,https://www.tvp.info/53387031/koronawirus-who-sytuacja-pandemiczna-na-swiecie-jest-bardzo-zla,20.04.2021,"Liczba nowych przypadków zakażenia koronawirusem na świecie jest teraz najwyższa od początku pandemii – informuje Światowa Organizacja Zdrowia. Według WHO szybkie rozprzestrzenianie się wirusa to rezultat nowych, bardziej zaraźliwych wariantów COVID-19, ale także beztroski młodych ludzi.",ERROR
779,Świat,9,"Ulgi dla tych, którzy nie zakażają? Włochy chcą wprowadzić specjalne dokumenty",https://www.tvp.info/53353557/koronawirus-pandemia-covid-19-wlochy-rzad-zamierza-zaswiadczenia-dla-tych-ktorzy-nie-zakazaja-beda-ulgi-dla-zaszczepionych-i-wyleczonych,17.04.2021,"Włoski rząd zamierza wprowadzić zaświadczenia informujące o tym, że jego właściciel nie zakaża koronawirusem. Umożliwią one podróże bez ograniczeń na terenie Włoch i udział w publicznych wydarzeniach i imprezach.",ERROR
782,Świat,0,Ile osób zmarło na świecie z powodu COVID-19? Podano najnowsze dane,https://www.tvp.info/53351985/koronawirus-pandemia-covid-19-liczba-ofiar-smiertelnych-pandemii-przekroczyla-na-swiecie-3-miliony,17.04.2021,"Liczba osób, które zmarły z powodu COVID-19 na całym świecie, przekroczyła trzy miliony – informuje AFP. W ubiegłym miesiącu statystki dotyczące zgonów były nieco bardziej optymistyczne, natomiast ostatnio średnio w ciągu tygodnia na świecie umierało 12 tysięcy zakażonych koronawirusem.",ERROR
789,Świat,0,Koronawirus w USA. Podano już ponad 202 mln dawek szczepionki,https://www.tvp.info/53344426/koronawirus-w-usa-podano-juz-ponad-202-mln-dawek-szczepionki,17.04.2021,Od połowy grudnia w Stanach Zjednoczonych podano już ponad 202 miliony dawek szczepionki przeciwko koronawirusowi - poinformowały w piątek amerykańskie Centra Kontroli i Zapobiegania Chorobom (CDC).,ERROR
790,Świat,0,Ontario przegrywa walkę z koronawirusem. Rząd przedłuża obostrzenia,https://www.tvp.info/53344147/premier-ontario-prowincja-przegrywa-walke-z-koronawirusem,17.04.2021,"W związku z dramatycznie rosnącą liczbą zachorowań rząd Ontario, największej prowincji Kanady, przedłużył w piątek nakaz pozostawania w domu, wprowadził posterunki na granicach prowincji i inne ograniczenia dla mieszkańców.",ERROR
810,Świat,1,WHO: Wskaźnik zakażeń koronawirusem poszybował w górę. Jest tylko jedno rozwiązanie,https://www.tvp.info/53335929/koronawirus-na-swiecie-who-wskaznik-zakazen-bliski-najwyzszemu-odnotowanemu-dotad-w-pandemii,16.04.2021,"Liczba nowych przypadków zakażenia koronawirusem wzrosła prawie dwukrotnie na całym świecie w ciągu ostatnich dwóch miesięcy, zbliżając się do najwyższego wskaźnika obserwowanego do tej pory podczas pandemii – powiadomił szef WHO Tedros Adhanom Ghebreyesus.",ERROR
824,Świat,2,Naukowcy: COVID-19 powoduje zakrzepy osiem razy częściej niż szczepionka,https://www.tvp.info/53321780/koronawirus-wielka-brytania-naukowcy-covid-19-osiem-razy-bardziej-zwieksza-ryzyko-zakrzepow-niz-szczepionka,15.04.2021,Ryzyko powstania zakrzepów krwi po zachorowaniu na COVID-19 jest ośmiokrotnie wyższe niż po podaniu szczepionki Oxford-AstraZeneca – wynika z przedstawionego w czwartek badania przeprowadzonego na Uniwersytecie Oksfordzkim.,ERROR
829,Świat,2,Czwarta fala pandemii w Hiszpanii. Szpitale alarmują,https://www.tvp.info/53318750/czwarta-fala-pandemii-w-hiszpanii-rosnie-poziom-zajetych-miejsc-na-oddzialach-intensywnej-terapii,15.04.2021,"Chociaż tendencja wzrostowa pandemii znajduje się obecnie bardziej pod kontrolą niż w minionych okresach, to czwarta fala koronawirusa w Hiszpanii już jest odczuwalna. Zajętych jest ponad 21 proc. wszystkich łóżek na oddziałach intensywnej terapii (UNI) – podaje hiszpańska telewizja. Jak zaznaczono, do szpitali trafiają pacjenci nie tylko chorzy na COVID-19.",ERROR
843,Świat,3,Amerykański wywiad o pandemii i Chinach. Ostrzega przed „globalną niestabilnością”,https://www.tvp.info/53303770/pandemia-koronawirusa-stany-zjednoczone-wywiad-usa-nie-zna-okolicznosci-pierwszego-zakazenia-koronawirusem,14.04.2021,"Amerykański wywiad nie wie gdzie, kiedy i jak doszło do pierwszego zakażenia koronawirusem – przyznała w środę w Senacie szefowa Wywiadu Narodowego Avril Haines. Wspomniała o dwóch  teoriach: jedna głosi, że wirus przeniósł się na ludzi ze zwierząt, a druga, że wydostał się z laboratorium w Chinach.",ERROR
846,Świat,3,Dyrektor CNN: Nakręcaliśmy zgony covidowe dla zwiększenia ratingów [WIDEO],https://www.tvp.info/53301671/nagrania-dyrektora-cnn-charlie-chester-mowi-o-nakrecaniu-zgonow-na-covid-19-ujawnione-nagrania-donald-trump-i-epidemia-koronawirusa-w-usa,14.04.2021,"W sieci opublikowano kolejną część nagrań z udziałem dyrektora technicznego CNN Charliego Chestera. Po tym, jak w pierwszej części ujawnionych materiałów mówił o tym, że amerykańska stacja w kampanii prezydenckiej uderzała w Donalda Trumpa za pomocą propagandy, mężczyzna zdradza, że CNN miała nakręcać liczbę zgonów spowodowanych COVID-19 dla podniesienia własnych ratingów.",ERROR
847,Świat,3,Rytualne kąpiele w Gangesie. Setki zakażeń wśród tłumów pielgrzymów,https://www.tvp.info/53301548/koronawirus-w-indiach-setki-zakazen-koronawirusem-podczas-obchodow-hinduistycznego-swieta,14.04.2021,W Indiach miliony hinduistów biorących udział w religijnym święcie Kumbhamela odbywa rytualne kąpiele w Gangesie. Policji nie udaje się egzekwować nakazów sanitarnych; we wtorek i środę wśród pielgrzymów w mieście Haridwar zdiagnozowano setki zakażeń koronawirusem – podaje BBC.,ERROR
857,Świat,3,Berlin wprowadza większe swobody dla zaszczepionych przeciwko COVID-19,https://www.tvp.info/53291986/koronawirus-niemcy-berlin-wprowadza-wieksze-swobody-dla-osob-zaszczepionych-przeciwko-covid-19,14.04.2021,"Senat Berlina zadecydował, że osoby zaszczepione powinny mieć takie same prawa jak osoby, które uzyskały wynik negatywny testu na obecność COVID-19 – informuje agencja dpa. Przedłużyły jednocześnie obowiązujące w mieście ograniczenia związane z pandemią koronawirusa do 9 maja.",ERROR
864,Świat,4,Koronawirus. Francja planuje wybory regionalne,https://www.tvp.info/53288451/koronawirus-francja-planuje-wybory-regionalne-emmanuel-macron-i-jean-castex-dzialaja,14.04.2021,Prezydent Francji Emmanuel Macron będzie przewodniczył w czwartek posiedzeniu w sprawie protokołów stopniowego wznowienia aktywności w miejscach publicznych. Premier Jean Castex potwierdził natomiast daty pierwszej i drugiej tury wyborów regionalnych 20 i 27 czerwca.,ERROR
875,Świat,4,COVID-19. Johnson & Johnson opóźnia wejście szczepionki na unijny rynek,https://www.tvp.info/53283108/szczepienia-przeciw-covid-19-johnson-johnson-opoznia-wejscie-swojej-szczepionki,13.04.2021,"Koncern farmaceutyczny Johnson & Johnson poinformował we wtorek, że zdecydował się opóźnić wprowadzenie na unijny rynek swojej szczepionki przeciwko COVID-19. Jako powód podał amerykańskie zalecenie wstrzymania szczepień z użyciem jego preparatu.",ERROR
891,Świat,5,Miliony zakażeń w Indiach. Tłumy na święcie hinduistycznym [WIDEO],https://www.tvp.info/53268830/pandemia-koronawirusa-indie-drugim-pod-wzgledem-liczby-zakazen-krajem-swiata-po-usa-nad-gangesem-tlumy-obchodzily-swieto-kumbhamela,13.04.2021,"Mimo pandemii koronawirusa tłumy Hindusów zebrały się nad brzegiem Gangesu w mieście Haridwar, żeby celebrować święto Kumbhamela. Procesje guru i ich uczniów przeszły głównymi ulicami. Według statystyk Indie sąę drugim po USA krajem świata pod względem całkowitej liczby infekcji.",ERROR
895,Świat,5,Pentagon pracuje nad podskórnym czipem wykrywającym koronawirusa,https://www.tvp.info/53268626/pentagon-opracowuje-podskorny-czip-wykrywajacy-koronawirusa,12.04.2021,"Naukowcy z Pentagonu opracowują podskórny czip, który wykrywa zakażenie koronawirusem jeszcze zanim  pojawią się objawy infekcji. Wynalazek może pomóc ograniczyć nieświadome roznoszenie  SARS-CoV-2.",ERROR
926,Świat,7,Tuż przed wyborami w Peru rekordowa liczba zgonów na COVID-19,https://www.tvp.info/53245801/dzien-przed-wyborami-w-peru-rekordowa-liczba-zgonow-na-covid-19,11.04.2021,"Na dzień przed wyborami prezydenckimi i parlamentarnymi Peru w sobotę odnotowało drugi rekordowy wskaźnik śmiertelności z powodu pandemii koronawirusa, która na nowo ogarnia kraj. Głosowanie jest obowiązkowe, pod groźbą grzywny w wysokości 25 dolarów.",ERROR
927,Świat,7,Złe wieści z Meksyku. Wyjątkowo dużo zgonów na COVID–19,https://www.tvp.info/53245775/meksyk-z-wysokim-bilansem-dobowym-2192-zgonow-na-covid19,11.04.2021,"Rząd Meksyku poinformował w sobotę o 2192 kolejnych potwierdzonych zgonach osób, które były zakażone koronawirusem. Jest to jeden z najwyższych dobowych bilansów ofiar śmiertelnych pandemii w tym kraju. Ogółem zmarło dotąd w Meksyku 209 212 chorych na COVID–19.",ERROR
941,Świat,8,Iran ogłosił 10-dniowy lockdown. „Mamy czwartą falę epidemii”,https://www.tvp.info/53238150/czwarta-fala-epidemii-w-iranie-wladze-oglosily10-dniowy-lockdown-na-wiekszosci-terytorium-kraju-dochodzi-do-ponad-20-tys-zakazen-dziennie,10.04.2021,"W obliczu czwartej fali epidemii, w związku z utrzymującym się na wysokim poziomie dobowym przyroście zakażeń, władze Iranu ogłosiły w sobotę lockdown dla 23 spośród 31 ostanów (prowincji). Zaostrzone restrykcje mają obowiązywać przez 10 dni.",ERROR
951,Świat,8,Koronawirus. Dwa miliardy dolarów na szczepienia w krajach rozwijających się,https://www.tvp.info/53229124/koronawirus-bank-swiatowy-2-mld-dolarow-na-szczepienia-w-krajach-rozwijajacych-sie,10.04.2021,Bank Światowy przeznaczy do końca kwietnia dwa miliardy dolarów na sfinansowanie szczepień przeciwko COVID-19 w około 40 krajach rozwijających się - powiedział w piątek dyrektor zarządzający tej instytucji Axel van Trotsenburg.,ERROR
958,Świat,8,Brazylijski wariant koronawirusa u sąsiadów Polski,https://www.tvp.info/53220963/pandemia-koronawirusa-czechy-brazylijski-wariant-koronawirusa-u-sasiadow-polski,9.04.2021,W czeskim powiecie Dieczin w pobliżu granic z Niemcami pojawiły się dwa przypadki brazylijskiego wariantu koronawirusa – poinformował w piątek minister zdrowia Czech Petr Arenberger. Odmiana ta została tam najprawdopodobniej przywieziona z zagranicy. Trwa sprawdzanie i ustalanie kontaktów zakażonych osób. W powiecie odwołano otwarcie szkół podstawowych.,ERROR
959,Świat,8,WHO o łączeniu szczepionek na COVID-19. Zalecono je we Francji,https://www.tvp.info/53219721/koronawirus-szczepiena-who-nie-ma-podstaw-by-rekomendowac-mieszanie-szczepionek-przeciw-covid-19,9.04.2021,"Jak dotąd nie ma danych, na podstawie których można zalecić łączenie różnych szczepionek przeciwko COVID-19 - stwierdził ekspert Światowej Organizacji Zdrowia Rogerio Gaspar. Decyzję zalecającą taką politykę w stosunku do niektórych pacjentów wydała wcześniej Francja.",ERROR
968,Świat,9,Koronawirus. Premier Norwegii zapłaci za imprezę w czasie pandemii,https://www.tvp.info/53215472/obostrzenia-2021-koronawirus-premier-norwegii-zaplaci-erna-solberg-mandat,9.04.2021,Premier Norwegii Erna Solberg ma zapłacić grzywnę w wysokości 20 tys. koron (prawie 2 tys. euro) za złamanie restrykcji przeciwepidemicznych – poinformowała norweska policja. Szefowa rządu wbrew obostrzeniom zorganizowała imprezę urodzinową.,ERROR
979,Świat,9,W tym kraju pandemia koronawirusa sprzyja prostytucji dziecięcej,https://www.tvp.info/53203147/indonezja-w-czasie-pandemii-rosnie-prostytucja-dziecieca,8.04.2021,"W Indonezji w czasie pandemii rośnie liczba nastolatków zajmujących się prostytucją, głównie za pośrednictwem platform internetowych. Powodem tego zjawiska są nie tylko trudności ekonomiczne, ale i większy dostęp do internetu.",ERROR
998,Świat,0,Kilka tysięcy zgonów w jedną dobę. Śmiertelne żniwo koronawirusa w Brazylii,https://www.tvp.info/53183431/koronawirus-brazylia-najwieksza-dobowa-liczba-zgonow-z-powodu-covid-19,8.04.2021,"W Brazylii zarejestrowano najwyższą od początku pandemii liczbę zgonów wywołanych przez COVID-19 - w ciągu doby zmarło 4 tys. 195 osób. Oznacza to dobowy wzrost o 2876 zgonów. Brazylijskie media podkreślają, że ogromna różnica jest też wynikiem mniejszej intensywności pracy medyków w okresie wielkanocnym.",ERROR
1017,Świat,1,Holandia: Rząd zapowiada łagodzenie restrykcji przeciwepidemicznych w kwietniu,https://www.tvp.info/53165078/koronawirus-rzad-holandii-planuje-lagodzenie-restrykcji-w-kwietniu-,7.04.2021,"Rząd Holandii zapowiedział, że w tym miesiącu zacznie się w kraju łagodzenie restrykcji przeciwepidemicznych.",ERROR
1028,Świat,2,Koronaprotest restauratorów. Wraz z właścicielami siłowni starli się z policją,https://www.tvp.info/53161086/koronawirus-covid-19-starcia-z-policja-podczas-protestu-restauratorow-w-rzymie,6.04.2021,"Ranny policjant, kilka osób zatrzymanych – to wstępny bilans manifestacji włoskich restauratorów, jaka odbyła się w Rzymie przed gmachem parlamentu. Doszło tam do starć z policją, która zareagowała na próbę przerwania kordonu bezpieczeństwa.",ERROR
1042,Świat,3,Belgia: domowe testy na COVID już w aptekach,https://www.tvp.info/53154594/belgia-testy-na-koronawirusa-do-samodzielnego-wykonania-juz-w-aptekach,6.04.2021,"Od rana apteki w Belgii sprzedają testy na koronawirusa, które można wykonać samodzielnie. Stowarzyszenie farmaceutów wzywa, żeby nie stać przed aptekami od pierwszego dnia dystrybucji, ponieważ jeszcze nie wszystkie placówki te testy mają.",ERROR
